FirstName,LastName,Gender,Title,CompanyName,AnnualRevenue,NumEmployees,DateLastContacted,CompanyLocation,EmailAddress,DealSize,Industry,NumOpens,DaysSince,DealStatus,SalesNotes
Brandon,Nobles,0,Senior Manager,TechnoMarket Corp,78808125,3940,2024-03-02,India,bnobles@technomarketcorp.com,394041,Mining,20,145,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our digital transformation services. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Follow-up call after proposal submission. VP had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly.
Chantress,Jackson,1,Manager,MegaHard Group,88077822,4404,2024-03-29,Spain,cjackson@megahardgroup.com,440389,Agriculture,31,118,Lead,"Attended Trade Show and met with Manager. They're exploring options to improve their AI implementation and mentioned our competitor, Bain. Follow-up email sent. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Discovery call completed. Key takeaways: Prospect company is facing declining sales. They seem open to a strategic assessment. Competitor, Bain, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal. Manager requested a meeting to discuss expanding the project scope to include product market fit."
Umaima,el-Rasheed,1,Manager,EduSoft Corp,47219435,2361,2024-06-06,South Korea,uel-rasheed@edusoftcorp.com,236097,Health Care,33,49,Opportunity,"Attended Industry Conference and met with VP. They're exploring options to improve their data analytics capabilities and mentioned our competitor, McKinsey. Follow-up email sent. Attended Industry Conference and met with VP. They're exploring options to improve their data analytics capabilities and mentioned our competitor, McKinsey. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing digital transformation. They seem open to a strategic assessment. Follow-up call after proposal submission. VP had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. VP requested a meeting to discuss expanding the project scope to include change management."
Amanda,Fu,1,Marketing Associate,GlobalSolve LLC,43060712,2153,2024-06-01,Australia,afu@globalsolvellc.com,215304,Finance,54,54,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-15 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-15 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CFO is particularly interested in understanding how we measure ROI on our engagements. Call with CFO to address their concerns about budget allocation. Reassured them about our commitment to delivering results and agreed on a plan of action.
Nathaniel,Akina,0,CEO,EcoMarket Corp,44030385,2202,2024-06-30,USA,nakina@ecomarketcorp.com,220152,Construction,9,25,Closed Won,Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in profit margins.
Juliette,Escoto,1,Senior Manager,EduMart LLC,80132144,4007,2024-05-22,Australia,jescoto@edumartllc.com,400661,Professional,70,64,Opportunity,Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with market expansion. Initial outreach via LinkedIn. Prospect expressed interest in our supply chain optimization. Scheduled a discovery call for 2024-08-16 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. Manager is particularly interested in understanding how we measure ROI on our engagements. Proposal for Exploratory Data Analysis sent. Highlighted our experience in Technology and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-16. Manager requested a meeting to discuss expanding the project scope to include process automation.
Jonathan,Curry,0,Director,MegaMart LLP,14259173,713,2024-07-03,China,jcurry@megamartllp.com,71296,Retail Trade,80,22,Closed Won,"Attended Sales Sinner and met with VP. They're exploring options to improve their data analytics capabilities and mentioned our competitor, KPMG. Follow-up email sent. Attended Sales Sinner and met with VP. They're exploring options to improve their data analytics capabilities and mentioned our competitor, KPMG. Follow-up email sent. Shared our company overview and case studies relevant to their industry. VP is particularly interested in understanding how we measure ROI on our engagements."
Jordan,Valentine,1,Manager,MegaSoft LLP,64326473,3216,2024-07-18,South Korea,jvalentine@megasoftllp.com,321632,Transportation,15,7,Closed Won,Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Proposal for Customer Journey Optimization sent. Highlighted our experience in Agriculture and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-24.
Hoang,Ta,0,Marketing Coordinator,InfoNet LLP,59933286,2997,2024-06-22,Ukraine,hta@infonetllp.com,299666,Transportation,48,33,Opportunity,"Attended Sales Sinner and met with CFO. They're exploring options to improve their AI implementation and mentioned our competitor, McKinsey. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-03 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CFO is particularly interested in understanding how we measure ROI on our engagements. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in AI implementation."
Henry,Stein,0,Manager,SuperHard Corp,73247586,3662,2024-05-11,Japan,hstein@superhardcorp.com,366238,Construction,61,75,Opportunity,"Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Attended Networking Event and met with VP. They're exploring options to improve their data analytics capabilities and mentioned our competitor, McKinsey. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing shortage of qualified workers. They seem open to a strategic assessment. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
