"","userid","dealamount","lastname","firstname","source","status","rep","company","firstcontact","won"
"249",62223422,60000,"al-Parsa","Christian","Web","Proposal","Rachelle","Popular Enterprises Inc.",2016-05-07,0
"250",56436677,100000,"al-Dib","Shaafi","Social","Suspect","Rachelle","Wonderful Products LLC",2013-05-11,0
"251",34486372,70000,"Morse","Kelsey","Trade Show","Suspect","Johnson","Wonderful Products Inc.",2012-03-29,0
"252",14101927,20000,"Boston","Heres","Paid Ads","Negotiation","Johnson","Wonderful Enterprises Inc.",2014-04-25,0
"253",42521869,60000,"Moyser","Jossie","Social","Opportunity","Shay","Wonderful Goods LLP",2012-11-24,0
"254",20623117,40000,"Frost","Angel","Email","Lead","Nestor","Great Enterprises LLC",2017-10-03,0
"255",21844110,40000,"Schell","Malaya","Trade Show","Closed Lost","Haamida","Wonderful Goods LLC",2014-01-21,0
"256",83005128,50000,"Reagan","Morgan","Referral","Closed Lost","Angelo","Popular Partners Inc.",2012-04-23,0
"257",13321356,40000,"Bushman","Jennafer","Trade Show","Closed Lost","Rachelle","Wonderful Services LLP",2014-06-22,0
"258",15984024,60000,"el-Nasr","Dustin","Referral","Closed Lost","Shay","Popular Services Inc.",2014-09-05,0
"259",86909709,10000,"Wong","Ebany","Conference","Prospect","Nestor","Popular Enterprises Inc.",2017-09-08,0
"260",47986504,60000,"Singleton","Mark","Email","Opportunity","Haamida","Wonderful Products Inc.",2012-12-03,0
"261",92970279,60000,"Jimenez","Destiney","Referral","Lead","Rachelle","Great Goods Inc.",2014-07-30,0
"262",89853235,30000,"el-Mohammad","Haafiza","Referral","Lead","Nestor","Wonderful Enterprises LLC",2013-02-14,0
"263",32396684,10000,"Chairez Jr","Aarti","Webinar","Opportunity","Angelo","Great Partners Inc.",2013-02-19,0
"264",50800225,70000,"Doolittle","Kennedy","Web","Closed Won","Nestor","Great Partners LLP",2014-08-03,1
"265",71087290,60000,"Walborn","Jeffrey","Paid Ads","Prospect","Hunter","Popular Goods LLC",2014-04-29,0
"266",28784280,80000,"Goheen","Joseph","Conference","Lead","Haamida","Wonderful Goods LLC",2016-11-23,0
"267",37789617,40000,"Hernandez","Dominique","Trade Show","Negotiation","Hunter","Great Goods LLP",2014-10-27,0
"268",87243159,30000,"Archuleta","Oksanna","Webinar","Prospect","Johnson","Great Goods LLC",2014-12-18,0
"269",19195182,10000,"el-Jamail","Linnea","Web","Prospect","Rachelle","Great Enterprises LLC",2012-03-19,0
"270",10781975,30000,"Sawyers","Tiffany","Paid Ads","Negotiation","Rachelle","Great Partners LLP",2015-09-04,0
"271",56898428,20000,"Patchett","Zakiyya","Web","Opportunity","Rachelle","Great Products LLP",2012-06-01,0
"272",53954910,20000,"Enriquez","Faheem","Paid Ads","Closed Lost","Johnson","Great Goods Inc.",2013-03-02,0
"273",56482302,30000,"Zamora","Anjelica","Referral","Closed Won","Hunter","Wonderful Enterprises LLC",2017-03-02,1
"274",42733428,90000,"Mosqueda-Flores","Tiffany","Email","Closed Won","Shay","Great Goods Inc.",2016-03-02,1
"275",33328102,50000,"Allen","Janesa","Social","Opportunity","Shay","Popular Partners LLP",2016-05-12,0
"276",10595387,70000,"al-Naqvi","Ameera","Social","Lead","Victor","Wonderful Enterprises Inc.",2015-08-09,0
"277",89762897,60000,"Todd","Alijah","Email","Prospect","Nestor","Wonderful Partners LLC",2016-03-28,0
"278",32827237,30000,"el-Salam","Josefa","Referral","Prospect","Johnson","Great Enterprises LLC",2013-10-29,0
"279",22073548,80000,"Lalau-Hitchcock","Dakota","Conference","Lead","Victor","Wonderful Partners Inc.",2017-11-08,0
"280",48338112,90000,"Gonzalez","Brittney","Trade Show","Closed Lost","Nestor","Popular Partners LLP",2017-09-07,0
"281",31382641,70000,"Pena","Kinley","Conference","Proposal","Hunter","Great Products LLP",2014-01-20,0
"282",94616298,70000,"Cottrell","Robert","Webinar","Negotiation","Johnson","Great Services Inc.",2013-07-03,0
"283",48447199,30000,"Spencer","Yeun Jung","Trade Show","Prospect","Shay","Great Services LLC",2014-11-05,0
"284",29980752,60000,"Onuoha Onyekuru","Arlene","Email","Lead","Victor","Great Services LLC",2017-07-02,0
"285",36752582,40000,"Smith","Shawn","Conference","Lead","Hunter","Great Products LLP",2013-11-07,0
"286",84904046,30000,"Teeters","Hannah","Trade Show","Opportunity","Shay","Wonderful Partners LLC",2013-11-24,0
"287",15799502,20000,"Holmes","Dan","Webinar","Lead","Haamida","Wonderful Services LLC",2013-05-15,0
"288",23339798,30000,"el-Salaam","Lia","Conference","Closed Won","Shay","Great Services LLC",2014-12-14,1
"289",47802891,10000,"Charleston","Aasima","Paid Ads","Closed Lost","Nestor","Great Partners LLP",2017-04-27,0
"290",33921163,80000,"Naranjo","Donovan","Conference","Negotiation","Victor","Wonderful Products LLP",2013-03-29,0
"291",62437138,60000,"Johnson-Allen","Nicholas","Social","Lead","Haamida","Great Partners LLC",2015-12-03,0
"292",12711819,70000,"Ottoson","Kayle","Webinar","Proposal","Nestor","Popular Goods Inc.",2016-03-24,0
"293",67049822,70000,"el-Saadeh","Derrick","Social","Closed Lost","Nestor","Great Enterprises LLC",2017-09-11,0
"294",8417402,50000,"al-Hallal","Joy","Trade Show","Suspect","Johnson","Popular Services LLC",2012-11-16,0
"295",40631250,60000,"Cavitt","Annnees","Conference","Lead","Hunter","Wonderful Partners LLP",2016-10-12,0
"296",82320656,60000,"el-Arafat","Baylee","Web","Opportunity","Shay","Popular Goods LLP",2012-05-11,0
"297",89699698,90000,"Anderson","Joseph","Email","Suspect","Johnson","Popular Partners LLC",2016-08-25,0
"298",17167122,10000,"Landwehr","Lauren","Email","Opportunity","Shay","Popular Products LLP",2015-12-30,0
"299",2726815,10000,"Parlin-Three Sti","Samantha","Webinar","Proposal","Nestor","Wonderful Products LLC",2016-05-07,0
"300",58838985,30000,"Pavlock","Annie","Conference","Closed Lost","Nestor","Great Products LLP",2013-05-11,0
"301",97074621,50000,"Sedillo","Israa","Email","Lead","Haamida","Wonderful Enterprises LLC",2012-03-29,0
"302",25933187,80000,"Gardner","Ruben","Referral","Prospect","Haamida","Popular Partners LLC",2014-04-25,0
"303",59806142,50000,"Stolk","Peter","Social","Opportunity","Rachelle","Great Goods LLP",2012-11-24,0
"304",37117370,20000,"Johnston","Johnny","Conference","Prospect","Haamida","Popular Goods LLC",2017-10-03,0
"305",13263518,40000,"Martinez","Teresa","Web","Closed Lost","Johnson","Popular Services Inc.",2014-01-21,0
"306",92706600,40000,"Joseph","Matthew","Conference","Prospect","Angelo","Popular Partners Inc.",2012-04-23,0
"307",89427842,50000,"el-Odeh","Lauryn","Paid Ads","Opportunity","Johnson","Popular Partners Inc.",2014-06-22,0
"308",76072518,90000,"Hammer","Arafaat","Paid Ads","Closed Lost","Nestor","Popular Partners LLC",2014-09-05,0
"309",10351040,20000,"Alley","Taraleah","Email","Closed Won","Rachelle","Great Services LLC",2017-09-08,1
"310",6062626,20000,"Le","Tremel","Email","Negotiation","Rachelle","Wonderful Services Inc.",2012-12-03,0
"311",41928293,60000,"Colaiano","Victoria","Webinar","Closed Won","Johnson","Wonderful Goods LLC",2014-07-30,1
"312",45567997,40000,"Cannell","Sarah","Conference","Proposal","Shay","Popular Products LLC",2013-02-14,0
"313",99057940,20000,"Hang","Brenden","Trade Show","Proposal","Rachelle","Popular Partners LLC",2013-02-19,0
"314",11915262,10000,"Jimenez","Fernando","Trade Show","Closed Won","Nestor","Great Goods LLC",2014-08-03,1
"315",62723399,40000,"Young","Michelle","Social","Lead","Rachelle","Wonderful Partners LLC",2014-04-29,0
"316",94675914,40000,"Cunningham","Asaf","Email","Negotiation","Shay","Popular Products LLC",2016-11-23,0
"317",2166103,60000,"Szaraz","Colin","Conference","Opportunity","Victor","Great Goods LLC",2014-10-27,0
"318",40305522,50000,"Rodenburg","Allison","Email","Prospect","Rachelle","Wonderful Products LLC",2014-12-18,0
"319",86412960,10000,"Howes","Sahla","Web","Suspect","Nestor","Popular Enterprises LLC",2012-03-19,0
"320",53551772,30000,"Hoong","Tony","Email","Closed Won","Angelo","Great Services Inc.",2015-09-04,1
"321",44880605,80000,"Lewis","Seth","Paid Ads","Proposal","Shay","Wonderful Services Inc.",2012-06-01,0
"322",74109663,40000,"Kapule","Cedric","Webinar","Lead","Shay","Great Services LLC",2013-03-02,0
"323",14757715,50000,"Hart","Luis","Referral","Prospect","Hunter","Wonderful Products LLP",2017-03-02,0
"324",96523400,30000,"Ortiz Martinez","Jalen","Web","Prospect","Haamida","Popular Goods LLC",2016-03-02,0
"325",58705867,70000,"Chung","Heather","Referral","Closed Won","Nestor","Wonderful Partners LLP",2016-05-12,1
"326",71473403,70000,"Alfaro-Nunez","Cody","Trade Show","Opportunity","Shay","Popular Partners Inc.",2015-08-09,0
"327",2194722,30000,"Spencer","Amy","Email","Negotiation","Haamida","Great Goods LLC",2016-03-28,0
"328",98016797,100000,"Puentes","Brandon","Email","Closed Lost","Victor","Great Partners Inc.",2013-10-29,0
"329",31872247,70000,"el-Mansoor","Diana","Webinar","Lead","Victor","Popular Goods LLC",2017-11-08,0
"330",39501193,30000,"Madaris","Diane","Email","Proposal","Hunter","Wonderful Enterprises LLC",2017-09-07,0
"331",18604135,10000,"Godoy","Dominic","Web","Closed Lost","Victor","Wonderful Enterprises LLP",2014-01-20,0
"332",86660284,30000,"el-Wahab","Linda","Social","Closed Lost","Nestor","Popular Goods LLP",2013-07-03,0
"333",23512437,90000,"Mccurdy","Mitchell","Trade Show","Proposal","Hunter","Popular Goods LLC",2014-11-05,0
"334",58051378,10000,"Horton","Amy","Webinar","Lead","Rachelle","Great Goods LLC",2017-07-02,0
"335",10871301,30000,"Churches","Callie","Social","Lead","Victor","Great Partners LLP",2013-11-07,0
"336",83197056,90000,"Gonzalez Quiroz","Santana","Conference","Lead","Rachelle","Great Products Inc.",2013-11-24,0
"337",66718780,30000,"Clark","Andrea","Conference","Closed Won","Hunter","Wonderful Partners LLC",2013-05-15,1
"338",53874616,70000,"Cross","Dominic","Social","Closed Won","Johnson","Popular Products LLC",2014-12-14,1
"339",35233130,70000,"Temple","Evin","Referral","Proposal","Shay","Great Enterprises LLP",2017-04-27,0
"340",95645600,100000,"Harris","Devyn","Web","Lead","Victor","Great Goods Inc.",2013-03-29,0
"341",38870392,40000,"Cotonuts","Shayna","Referral","Prospect","Hunter","Great Partners Inc.",2015-12-03,0
"342",73254471,80000,"Vanhook","Kristopher","Referral","Closed Lost","Angelo","Wonderful Services LLC",2016-03-24,0
"343",79428828,90000,"Reyes","Andrew","Paid Ads","Suspect","Hunter","Great Goods Inc.",2017-09-11,0
"344",9410509,20000,"Brown","Kyoung Min","Trade Show","Closed Won","Angelo","Popular Enterprises LLC",2012-11-16,1
"345",89777627,30000,"Yu","Bruce","Email","Closed Lost","Shay","Popular Products LLP",2016-10-12,0
"346",71181473,60000,"Gonzales","Alexander","Web","Proposal","Rachelle","Wonderful Products LLP",2012-05-11,0
"347",90471671,80000,"Valdez","Jane","Paid Ads","Negotiation","Nestor","Wonderful Products LLC",2016-08-25,0
"348",60827269,20000,"Howlette III","Christian","Referral","Lead","Shay","Wonderful Enterprises Inc.",2015-12-30,0
"349",32071002,80000,"Rector","Olivia","Social","Prospect","Johnson","Popular Goods Inc.",2016-05-07,0
"350",14175637,20000,"Jones","Tyler","Conference","Prospect","Angelo","Wonderful Goods LLP",2013-05-11,0
"351",11765615,40000,"el-Arif","Luis","Paid Ads","Closed Lost","Angelo","Popular Goods LLP",2012-03-29,0
"352",69827279,40000,"Marquez","Faalih","Paid Ads","Prospect","Haamida","Popular Products LLC",2014-04-25,0
"353",19078380,70000,"Lor","Rashad","Social","Lead","Victor","Wonderful Services Inc.",2012-11-24,0
"354",14849846,90000,"Powell","Yohanes","Conference","Suspect","Rachelle","Great Goods LLC",2017-10-03,0
"355",93967435,20000,"al-Shah","Mahayla","Conference","Lead","Johnson","Wonderful Partners Inc.",2014-01-21,0
"356",7145159,20000,"Banchongchith","Iyie","Web","Closed Won","Nestor","Great Goods Inc.",2012-04-23,1
"357",49841670,100000,"Herold","Matthew","Referral","Prospect","Victor","Great Products Inc.",2014-06-22,0
"358",48247962,10000,"Bell","Suhaa","Social","Closed Lost","Haamida","Wonderful Enterprises LLP",2014-09-05,0
"359",20532601,20000,"Do","Larry","Web","Suspect","Hunter","Wonderful Partners LLP",2017-09-08,0
"360",819037,50000,"Montoya","Lorenda","Email","Suspect","Nestor","Great Partners Inc.",2012-12-03,0
"361",52187934,20000,"Sun","Jaevyn","Webinar","Suspect","Angelo","Wonderful Products LLP",2014-07-30,0
"362",21921345,20000,"el-Qazi","Jesse","Email","Opportunity","Victor","Wonderful Products LLC",2013-02-14,0
"363",6541527,100000,"Nguyen","Nathan","Social","Lead","Nestor","Popular Services Inc.",2013-02-19,0
"364",25579095,80000,"Rodriguez","Olivia","Email","Closed Won","Angelo","Popular Products Inc.",2014-08-03,1
"365",57208603,60000,"Lopez","Bassaam","Referral","Lead","Hunter","Great Enterprises LLC",2014-04-29,0
"366",2369677,50000,"Fung-A-Fat","Tucker","Social","Closed Won","Shay","Wonderful Services Inc.",2016-11-23,1
"367",55647449,10000,"Jacobsen","Saeed","Webinar","Opportunity","Angelo","Wonderful Enterprises LLP",2014-10-27,0
"368",98454657,80000,"Krause","Jason","Paid Ads","Opportunity","Haamida","Wonderful Services LLP",2014-12-18,0
"369",20803380,20000,"Scott","Sarah","Email","Opportunity","Rachelle","Popular Goods LLP",2012-03-19,0
"370",98172303,30000,"Constance","Jaad","Paid Ads","Negotiation","Johnson","Popular Partners Inc.",2015-09-04,0
"371",42224368,60000,"Breazell","Gracie","Webinar","Suspect","Victor","Wonderful Partners Inc.",2012-06-01,0
"372",62326083,50000,"Pinnecoose","Kyle","Social","Prospect","Haamida","Wonderful Goods LLP",2013-03-02,0
"373",68738947,40000,"Ma","Cory","Social","Proposal","Haamida","Great Enterprises Inc.",2017-03-02,0
"374",92384793,90000,"Garcia-Wideman","Maria","Trade Show","Prospect","Haamida","Popular Goods LLP",2016-03-02,0
"375",39862328,40000,"D'Rosario","Chad","Trade Show","Opportunity","Rachelle","Popular Enterprises LLP",2016-05-12,0
"376",92153449,30000,"Vu","Roy","Referral","Closed Won","Victor","Great Goods Inc.",2015-08-09,1
"377",13420668,20000,"Sidara","Andrew","Conference","Lead","Victor","Great Enterprises Inc.",2016-03-28,0
"378",71944186,90000,"Gallogly","Christopher","Paid Ads","Proposal","Johnson","Great Goods Inc.",2013-10-29,0
"379",63723676,90000,"el-Rafiq","Sergio","Referral","Closed Lost","Haamida","Wonderful Services LLP",2017-11-08,0
"380",73596289,100000,"Finnegan","Melvin","Trade Show","Opportunity","Johnson","Great Services Inc.",2017-09-07,0
"381",50583398,30000,"Chavez","Kyle","Referral","Opportunity","Rachelle","Popular Products LLP",2014-01-20,0
"382",48421898,30000,"el-Abdella","Daonna","Paid Ads","Opportunity","Angelo","Popular Products LLP",2013-07-03,0
"383",4675359,100000,"Merritt","Scierra","Trade Show","Closed Lost","Johnson","Great Partners LLC",2014-11-05,0
"384",68835562,70000,"Iron Cloud-Gresko","Waleed","Trade Show","Opportunity","Shay","Wonderful Services LLC",2017-07-02,0
"385",40073780,80000,"Lloyd","Arturo","Referral","Negotiation","Rachelle","Great Goods Inc.",2013-11-07,0
"386",91547434,20000,"Shemel","Mali","Email","Closed Lost","Shay","Popular Services Inc.",2013-11-24,0
"387",18269515,40000,"Charles","Rodney","Email","Opportunity","Johnson","Great Products LLC",2013-05-15,0
"388",51103164,20000,"Nava","Casey","Conference","Negotiation","Johnson","Wonderful Services Inc.",2014-12-14,0
"389",64354102,10000,"al-Adel","Trevor","Conference","Negotiation","Haamida","Wonderful Services Inc.",2017-04-27,0
"390",51364465,80000,"Ford","Paris","Webinar","Lead","Angelo","Wonderful Goods Inc.",2013-03-29,0
"391",45920395,100000,"Washington","Haniyya","Trade Show","Prospect","Victor","Popular Enterprises LLP",2015-12-03,0
"392",35337694,70000,"Xiong","Micahi","Trade Show","Proposal","Haamida","Great Products LLP",2016-03-24,0
"393",27564148,100000,"Chavez","Darren","Webinar","Closed Lost","Hunter","Wonderful Enterprises LLC",2017-09-11,0
"394",65844577,50000,"Hampton","September","Conference","Proposal","Angelo","Popular Partners Inc.",2012-11-16,0
"395",38286378,40000,"Mcneal","Shaheed","Social","Proposal","Shay","Wonderful Goods LLP",2016-10-12,0
"396",25987480,70000,"Nguyen","Sabreen","Webinar","Prospect","Hunter","Popular Partners LLP",2012-05-11,0
"397",69244922,80000,"Murphy","Joey","Trade Show","Closed Won","Angelo","Wonderful Goods LLP",2016-08-25,1
"398",71735940,60000,"Lawrence","Adelaide","Email","Prospect","Angelo","Wonderful Services LLP",2015-12-30,0
"399",30352639,40000,"Nowakiwsky","Fernando","Paid Ads","Closed Lost","Victor","Great Partners LLP",2016-05-07,0
"400",93243393,40000,"Jamili","Daniel","Web","Suspect","Angelo","Wonderful Goods LLP",2013-05-11,0
"401",96640218,30000,"Thompson","Devin","Trade Show","Closed Won","Shay","Popular Services LLP",2012-03-29,1
"402",44618862,20000,"Tucker","Matthew","Webinar","Closed Lost","Shay","Great Services Inc.",2014-04-25,0
"403",51907572,10000,"Young","Isabella","Trade Show","Suspect","Shay","Great Enterprises Inc.",2012-11-24,0
"404",7546296,90000,"Maas","Brett","Referral","Lead","Victor","Wonderful Partners Inc.",2017-10-03,0
"405",55622547,40000,"Vermillion","John","Paid Ads","Opportunity","Haamida","Great Products LLP",2014-01-21,0
"406",12330120,30000,"Silverston","Toniesha","Conference","Closed Won","Haamida","Great Products Inc.",2012-04-23,1
"407",46060840,20000,"Hood","Cassie","Email","Prospect","Haamida","Wonderful Enterprises LLP",2014-06-22,0
"408",54173019,70000,"el-Abood","Radwa","Social","Opportunity","Angelo","Great Goods LLP",2014-09-05,0
"409",6684990,60000,"Cabrera","Jordan","Email","Prospect","Nestor","Popular Products LLP",2017-09-08,0
"410",64632658,40000,"Adams","Charlotte","Trade Show","Negotiation","Haamida","Popular Partners Inc.",2012-12-03,0
"411",96639489,60000,"Pizarro-Perez","Bianca","Paid Ads","Prospect","Haamida","Popular Services LLP",2014-07-30,0
"412",76591883,10000,"Park","Donovan","Trade Show","Negotiation","Hunter","Great Enterprises Inc.",2013-02-14,0
"413",64951778,10000,"Oliva","Crystal","Email","Lead","Rachelle","Great Partners LLP",2013-02-19,0
"414",28151879,10000,"Zaragoza","Taylor","Email","Closed Lost","Angelo","Wonderful Goods LLC",2014-08-03,0
"415",63395071,30000,"el-Nasser","Dennis","Email","Opportunity","Johnson","Popular Partners Inc.",2014-04-29,0
"416",93774818,40000,"Weiler","Chanel","Web","Suspect","Victor","Wonderful Goods LLC",2016-11-23,0
"417",45545184,10000,"Matlala","Jacelyn","Web","Prospect","Victor","Popular Goods LLC",2014-10-27,0
"418",94009884,90000,"Briones","Angela","Social","Closed Won","Johnson","Popular Products LLC",2014-12-18,1
"419",79806835,40000,"el-Ghazi","Arron","Email","Lead","Victor","Popular Products LLC",2012-03-19,0
