EmailAddress,NumOpens,DaysSince,DealSize
smarquez@supermarketltd.com,58,169,459562
smartinez@eduwarellp.com,40,158,425542
hburns@aihardllc.com,51,135,312864
nhardwell@megamarketllc.com,59,133,274522
tgreen@ecoquestgroup.com,22,118,262197
choang@supernetltd.com,54,175,113475
jel-saadeh@farmsysgroup.com,13,45,472483
tcanada@technowaregroup.com,22,76,483847
ajohnson@globalmarketllc.com,69,10,309692
jkirbow@netwarellp.com,24,52,63139
hher@ultrasoftllc.com,48,26,251088
konofre@infomartgroup.com,6,158,492576
omartell-mendez@megatechllp.com,73,36,401993
mtaing@superhardltd.com,36,70,21506
swilson@farmsoftltd.com,51,94,78634
smeyer@ecosysltd.com,5,15,497919
cfranke@infowareltd.com,62,24,53444
afreund@technocomllc.com,74,117,163738
gbonsu@ultrasoftltd.com,75,137,477222
nel-nasr@globalquestllc.com,47,65,237273
uel-kamara@infocominc.com,42,149,14455
mjohnson@translogixltd.com,39,116,396322
asmith@aitechgroup.com,4,39,384483
wmitchell@highsoftllc.com,50,56,138488
scox@netsoftcorp.com,30,105,394635
cwalk@superstorellc.com,51,27,72814
jlehi@netnetcorp.com,69,124,309851
kkinney@securenetltd.com,57,119,203656
amartinez@technowarecorp.com,55,82,66827
dkirbow@infocomgroup.com,40,91,76306
egaytan prieto@ultrastoreinc.com,29,110,145333
qbentley@netquestgroup.com,6,39,366466
tng@ultratechllc.com,34,128,406985
arichards@educompltd.com,77,155,422825
mjuhl@megacompllp.com,19,14,482784
avaldez@infosoftinc.com,60,98,234696
hchavez@ultrasysgroup.com,36,101,42785
rward@securestorellc.com,4,119,133445
jmontgomery@megasoftllc.com,5,128,302956
nfong@transsoftinc.com,22,142,8916
ystroup@hightechllp.com,54,43,21406
jhuynh@ecocompllp.com,48,115,208938
jouthouse@technotechcorp.com,6,116,240315
icano@technotechcorp.com,6,127,355394
ael-sayed@ailogixinc.com,14,73,328204
jmarquez@farmtechinc.com,24,165,233827
tmortel@superquestcorp.com,2,171,488497
apittman@netmartltd.com,79,103,236191
aschneider@nethardcorp.com,54,44,149161
tpinel@technocompcorp.com,71,171,94354
aarchuleta@globalcompllp.com,13,124,109377
vpoonpiset@ecotechcorp.com,11,85,464580
mrichardson@ainetinc.com,56,28,343093
pdubus@ultrawarellc.com,68,142,347843
alee@technomartllp.com,32,48,90242
sal-sham@highstorellp.com,15,136,249375
alocquiao-rima@supersolvegroup.com,76,118,119074
aho@globalsysltd.com,27,86,384410
mfranklin@farmcompinc.com,70,28,113360
tel-el-sayed@supercompllc.com,67,56,7364
kmuckom@highwareinc.com,44,137,115544
dellis@infotechgroup.com,51,87,80687
jrichardson@ecosoftinc.com,18,93,148289
kdelarosa@securewaregroup.com,67,112,374477
bmorfin@ultraquestinc.com,22,83,383610
sfujinami@transhardgroup.com,2,75,418314
rlee@farmcomcorp.com,11,141,335924
tel-abdella@supercomllc.com,61,78,461850
jwhayne@globalstoreltd.com,64,112,108966
struong@ecosolvecorp.com,12,14,169639
jmiramontes@securecompgroup.com,51,68,425624
hal-iqbal@edustorellp.com,36,164,467267
hal-bilal@superquestgroup.com,67,29,455282
jmartinez@highsysllc.com,48,168,382880
sarmendariz@farmmartllc.com,27,174,396678
hsmith@educomltd.com,61,64,15573
sgarcia perea@farmcominc.com,22,144,211150
abates@econetltd.com,6,81,50865
maiello@farmcompcorp.com,15,70,12918
jgarcia@infomarketgroup.com,71,66,334593
cpiper@aistorellp.com,30,45,93628
hal-fadel@transhardinc.com,42,48,492147
jmorgan@aimarketgroup.com,61,147,283788
jthomas@globaltechllp.com,30,39,365587
treza@netcomllp.com,45,161,156244
byan@ecoquestgroup.com,37,109,421960
hyang@hightechgroup.com,44,10,457585
tberhe@highnetinc.com,43,48,5097
kwahleithner@edulogixgroup.com,75,75,371431
bsantio@ecomarketcorp.com,1,38,292441
rmoreau@infowarellc.com,76,51,87120
jsnyder@superquestgroup.com,4,23,112794
sgarner@technoquestinc.com,47,99,380820
kluna@transtechcorp.com,39,77,97152
hbeach@aicominc.com,38,38,194360
rfreeland@ultramartllc.com,60,22,84693
hlandusky@globalstorecorp.com,48,172,375403
rhu@netsolvegroup.com,41,175,222892
iel-sala@ainetinc.com,56,175,46414
sal-tabatabai@netlogixllp.com,67,126,438001
mgoo@farmsolvegroup.com,15,100,396916
caragon@ecomartinc.com,7,81,287147
cmedlock@ultracompllc.com,26,130,251945
brieb@technocompllc.com,64,112,61369
clucero@megawarecorp.com,2,178,201897
bgoddard@edulogixltd.com,57,26,340001
targuello@globalmarketinc.com,37,79,280973
jwaldroup@netsoftltd.com,34,159,295017
chood@technoquestgroup.com,5,81,391968
jhall@globalmarketinc.com,35,72,298854
dpimienta@hightechcorp.com,39,23,446681
jheu@superlogixinc.com,14,17,463545
jbaek@ecologixinc.com,34,21,15144
jhuffstater@aisysllc.com,19,95,447671
srussell@megatechllp.com,67,169,56100
hsafi@edusolveinc.com,18,112,178138
smartinez@farmlogixcorp.com,13,71,142345
lstebbins@transquestcorp.com,11,145,398095
relfvin@transcomllc.com,18,31,148805
aal-zahra@infocompinc.com,3,160,466412
cackerman@aitechllp.com,19,85,43233
jherrera@aicominc.com,10,31,172105
fal-muhammad@megalogixltd.com,42,145,488163
cparra@farmcomgroup.com,72,19,7217
ilong@highhardllp.com,72,102,376967
sel-sadek@transmarketllc.com,20,133,331402
molivas@highstorecorp.com,9,114,8764
cmartinez@superlogixinc.com,48,176,447469
jzarate@nettechltd.com,43,19,221705
tnguyen@farmcompgroup.com,77,136,40321
dal-rabbani@supersoftcorp.com,19,140,150355
tlee@supermarketltd.com,41,149,87891
awoods@edumarketllp.com,63,117,354803
mgalvan@supersolvecorp.com,27,103,457026
rwatts@aisolveltd.com,6,167,393802
lnguyen@supersysinc.com,73,44,348300
rcarter@highsysgroup.com,36,140,76785
hel-nazar@eduhardgroup.com,45,12,233889
yarguello@superwareinc.com,30,171,379395
rlowers@supermarketltd.com,72,161,282297
ael-shams@edusysltd.com,9,43,380887
ajohnson@farmsoftllc.com,59,150,365379
dbarron@aisoftltd.com,23,145,311020
dquintana@edulogixllc.com,68,158,204959
agabriana@ultrasoftllp.com,13,10,70139
slatham@megasolvellp.com,61,31,137508
jfortune@aisoftgroup.com,1,118,442381
vgutierrez@technomartltd.com,23,7,453987
cford nunn@farmsoftllc.com,68,36,160083
kel-hamad@highsolvellp.com,65,56,349711
ccarter@highcomltd.com,27,90,274661
ssugar@farmsysllc.com,61,148,161404
nel-raad@nettechllc.com,57,177,247174
mtafoya@farmsyscorp.com,11,27,124082
kimran@edumartinc.com,59,52,253791
sclark@infosoftltd.com,48,150,37048
denriquez@highsysllp.com,43,134,493525
khernandez@netquestgroup.com,31,7,367791
dhamm@globalwareinc.com,80,149,476091
kbetcke@globalnetllc.com,24,68,408886
aal-nawaz@aimartllc.com,73,89,484837
sel-kabir@farmlogixltd.com,32,134,316099
jstanford@farmnetgroup.com,52,84,56244
lsmith@infoquestllc.com,10,88,11198
bmartin@highsolveinc.com,15,119,396770
ygaona@infonetgroup.com,50,46,339644
vnunez@highwareltd.com,45,174,35165
dmolock-sanders@aicompgroup.com,12,163,459954
mweger@aicompltd.com,80,17,160606
epatterson@megaquestinc.com,8,86,279778
rrasquinha@highcomllc.com,29,39,185813
cyohe-ironwing@transnetgroup.com,79,174,208838
mgardner@ecosoftltd.com,37,143,185407
aharnish@highmartllc.com,15,165,491608
aryan@supermartgroup.com,11,133,318312
stell@globalsoftcorp.com,26,79,489402
sal-rahaman@highsolvecorp.com,68,132,313196
aal-ashraf@superlogixllp.com,59,115,319292
jcreen@technowarellp.com,8,16,23505
rwang@aistoreinc.com,29,102,166321
vcarreon@eduhardgroup.com,32,118,311120
mel-jaber@transsolveltd.com,24,19,375582
zwarero jr@farmmarketllp.com,5,88,295827
llee@securestoregroup.com,29,17,84060
gduran@technoquestinc.com,55,105,496740
kvang@securenetltd.com,17,38,309172
ehackenburg@highcompllp.com,51,26,236511
oharris@megaquestltd.com,44,131,40183
fel-hamed@globalquestinc.com,12,38,341825
rmohebi@edusoftltd.com,57,42,425938
tshepherd@transhardllc.com,61,137,447526
cderby@superhardcorp.com,54,78,442689
rthomas@transquestcorp.com,76,117,122554
tel-allee@megasolveinc.com,62,34,7465
jpearce@nettechgroup.com,29,54,10718
jlang@globalcomltd.com,10,88,300595
mmmopi@superlogixltd.com,46,114,454356
sal-sarwar@megasolvellp.com,2,112,55278
bramirez torres@farmsysllc.com,7,75,191361
hal-alli@superwareltd.com,72,134,12966
jel-bilal@megasoftgroup.com,28,175,287429
acuccio@technosysllc.com,37,103,159400
mortiz@technowaregroup.com,24,65,438579
aal-selim@aisysltd.com,52,20,479479
jmoore@edusolvellc.com,46,128,45378
jblake@transcompllc.com,48,178,86259
ktaase@ultrasyscorp.com,38,126,88254
aledesma@technomartllp.com,78,76,225801
twake@ultrasolvecorp.com,72,119,453974
hniesent@eduwareltd.com,58,21,254235
mhuang@transwarellc.com,70,152,206908
rcannon@infomartllc.com,79,16,300190
mmarquez@securesysgroup.com,37,102,427557
pjamison@ecosysllc.com,16,76,299248
aimmam@ultrahardltd.com,31,125,249344
tperez@transstoreltd.com,73,37,201833
chowe@megacompllp.com,69,177,240391
akaiwi@translogixinc.com,16,12,220604
dsanders@technonetinc.com,40,120,313919
amahamed@highcompllc.com,36,158,344416
eadams@ecomarketinc.com,19,18,132883
cherman@farmcomllc.com,26,52,492282
sel-kaba@globalcomltd.com,48,121,248042
sculhane@netquestcorp.com,73,65,94464
kcarver@educomllc.com,30,37,21380
aedd@globalsyscorp.com,26,94,326241
afelipe@farmnetllp.com,17,97,186692
alo@highwarellp.com,48,63,393404
jherbrand@globalcomcorp.com,71,174,158345
hsims@securesysgroup.com,45,46,452811
ringram@highsolvecorp.com,76,35,23950
iconklin@highsoftgroup.com,10,174,469432
jwilson@netstorellp.com,2,57,188966
mwilson@superwareinc.com,56,32,291463
sel-shad@highquestllc.com,74,32,261873
jhasenbalg@highcompcorp.com,55,81,187542
zbear@globallogixcorp.com,27,112,252446
jduke@globalsolvegroup.com,55,124,212936
akuebler@netlogixltd.com,8,112,15062
hal-hussain@ultratechllp.com,34,141,360004
liron wing@netcompinc.com,30,147,413903
jmurillo@globalmartcorp.com,18,121,161147
jfrancis@edumarketinc.com,9,19,231313
dpost@superstoregroup.com,65,170,181552
gkumagai@aicompcorp.com,74,143,414379
mjefferson@edusoftinc.com,40,12,60364
tgonzales@globaltechltd.com,34,27,491992
espringfield@securequestllc.com,29,40,228796
vkearns@farmstoregroup.com,18,115,359564
enguyen@megatechcorp.com,14,104,15028
awoolfolk@ecohardcorp.com,20,100,476060
atran@edusolveltd.com,73,39,108493
eturner@netsoftltd.com,59,9,496733
dphan@infotechltd.com,33,162,484674
culery@globalquestltd.com,39,84,117053
dhardt@securecomllc.com,67,99,273766
kdiosdado@aisoftinc.com,78,74,168763
mcrittenden@aisoftcorp.com,14,15,235039
smontes@edumartinc.com,68,117,301270
pstevens@supersysltd.com,65,57,491495
aal-salama@supermartllp.com,49,37,76603
jsanchez@ultrawarellc.com,36,66,290727
bal-salaam@securenetltd.com,56,91,427019
swebster@transtechllp.com,20,82,395047
iroten@ultracompllc.com,46,29,267827
sla@superlogixgroup.com,30,65,463823
mgrove@aicomllp.com,45,171,454648
jbeebe@eduhardcorp.com,2,15,279831
sherndon@securequestllp.com,20,105,56823
amaddux@infosolvellc.com,57,81,285545
bkeener@ultramarketinc.com,11,97,297521
jal-abdelnour@megamartllp.com,27,149,194943
cfalagrady@globalsoftinc.com,77,62,199619
hel-adel@farmwarellc.com,66,173,437222
eaviado@netlogixllc.com,24,8,109649
zel-assad@ecologixcorp.com,56,170,218776
jweaver@aisysinc.com,54,60,154805
jperez@aiquestcorp.com,61,101,409761
mcarson@securemartllc.com,56,177,375804
dhorton@technomartinc.com,29,94,208297
rochoa@nethardinc.com,78,157,441759
chamer@globallogixltd.com,39,143,441707
hel-salehi@technowaregroup.com,64,128,257724
jperez@globalsoftltd.com,66,7,290050
mwafer@globalcomgroup.com,24,108,298798
dvarela@highlogixcorp.com,45,78,110074
aocampo@superstorellp.com,34,23,169208
cingino@farmhardltd.com,58,97,148610
jcurtis@ainetllp.com,16,60,208639
kdietrick@securenetltd.com,47,104,226596
ael-ismail@securesoftltd.com,56,117,319713
jduba@ultratechllc.com,48,118,57564
tgonzales@ultrahardcorp.com,20,173,278760
bgalvan@technostorellc.com,27,14,330618
jnix@transmartcorp.com,70,63,483353
ballen@globalhardllc.com,17,57,482365
yflores flores@supersolvellc.com,9,13,348992
mharris@globalmarketltd.com,24,85,79464
vramos@netsoftinc.com,14,136,396927
aal-khalifa@megasysllp.com,47,95,292452
jcook@ecologixinc.com,24,111,77163
sal-mahmood@farmquestllp.com,40,83,195158
fel-amir@highsysllc.com,64,49,222129
dmiller@edunetinc.com,68,58,499980
nsilva@ecoquestllc.com,63,62,303010
jnguyen@transtechcorp.com,12,31,304750
jgodwin@highsoftinc.com,71,100,400615
jal-tariq@infologixinc.com,16,30,220195
sal-masih@aimarketltd.com,52,138,122056
ayamaguchi@megawareinc.com,54,35,41990
zel-kazemi@ultrawareinc.com,21,47,226564
rkawamura@transmartcorp.com,65,129,440354
jkidd@ultraquestllp.com,13,78,432128
dhobbs@infosoftcorp.com,68,150,337251
zel-hamed@farmstorecorp.com,12,86,218192
bhanifi@netmarketgroup.com,49,99,37355
mjones@netquestllc.com,73,50,60724
mlopez@netwarellp.com,53,149,475064
bescalante garcia jr@superwarellc.com,54,26,337801
rbrown@megasysllc.com,29,78,354415
nel-mahmood@netsysgroup.com,57,147,280970
icole@nethardltd.com,35,23,47454
tbenally@globalmarketllc.com,71,82,332339
nal-bacho@netmarketcorp.com,72,50,296125
jdudek jr@netlogixcorp.com,11,52,130295
swandrey@technocompltd.com,78,124,426332
bramirez@securelogixcorp.com,77,117,49895
tpacheco@technohardinc.com,29,72,122867
lel-muhammed@supermartgroup.com,4,146,444911
dl'hirondelle@ultrawarecorp.com,66,71,298165
pgoddard@infonetltd.com,31,84,29761
cdiaz@infowaregroup.com,53,177,45025
ssilva@ultraquestgroup.com,65,124,312282
ael-zamani@transcomllc.com,78,19,315637
sdulin@transnetinc.com,62,146,368203
jvillalobos@aimartllp.com,70,13,375411
qharris@infomarketgroup.com,70,91,314538
cmiramontes@supersysltd.com,32,168,351077
afarah@ecocomcorp.com,72,51,326025
cremillard@securewaregroup.com,2,150,63400
bwoodson@superwareinc.com,8,86,299847
tal-raad@edulogixcorp.com,1,30,133247
bcook@infostoreinc.com,66,25,51162
eramirez@securecominc.com,12,163,124208
jarreola castaneda@ecotechgroup.com,54,147,418562
tmonge@securesolvecorp.com,40,165,350626
agarcia@securesoftcorp.com,59,167,54239
ksharma@globalnetllp.com,27,10,283529
jsaldana@infomarketltd.com,25,69,181009
cgarrison@netlogixltd.com,63,79,196072
rmontez@highsysinc.com,66,148,59011
karaujo fernandez@econetltd.com,4,107,69495
gwolf@securecomltd.com,4,122,365710
jthesz@highstoreltd.com,49,79,20780
nphonthongsy@ecosysltd.com,8,9,228595
ctan@netcompcorp.com,33,160,459844
nel-safi@ecosoftllp.com,52,165,49125
jgarrett-mills@eduwarellc.com,23,147,295229
jramos@globalnetinc.com,71,75,248787
bspillman@netcomltd.com,50,180,265716
kerber@supercominc.com,43,149,95768
mlinsenman@highmarketgroup.com,62,142,269707
adrovdal@aisoftltd.com,9,88,123899
driley@technosyscorp.com,12,139,47413
mel-ismail@ultrahardinc.com,11,71,244733
aphilachanh@ultrasolvegroup.com,31,45,81753
kmyers@econetcorp.com,19,120,242848
chouck@ecosysinc.com,11,94,320852
alim@ultranetllc.com,44,109,437958
hduran@ultranetcorp.com,6,116,205899
tmay@netmartllc.com,32,52,329153
jal-mansur@infowareltd.com,48,41,128771
ccamez@supercomgroup.com,21,167,199187
mel-siddiqui@edulogixgroup.com,77,151,67229
kanderson@farmmartcorp.com,51,64,34337
dcoleman-isaac@superhardgroup.com,44,144,184322
sel-akhter@ecohardllc.com,74,105,491920
dal shalabi@ultracomllc.com,76,41,153977
kowens@ecotechcorp.com,16,23,314736
jpodojil@infosolvegroup.com,61,88,367534
hel-salehi@aistoreinc.com,33,17,124781
kphipps@technoquestinc.com,11,177,30904
jrunning rabbit@supersyscorp.com,76,61,331098
ddaubenmerkl@supertechllp.com,56,152,254300
ael-farman@megasolveltd.com,13,131,144871
ewilliams@globalsolveltd.com,40,51,418921
cmontano@securelogixgroup.com,47,98,78298
jbille@securemartgroup.com,58,111,192994
daneke@edunetgroup.com,69,120,411110
tthomas@superwarellc.com,21,134,141476
brobison@ecocompgroup.com,69,43,101112
sbrooks@securemarketllc.com,53,151,32618
hal-mansouri@securecomgroup.com,58,129,487861
jwells@farmlogixinc.com,34,57,420278
mal-akhter@megatechltd.com,57,169,347710
mthompson@farmmartgroup.com,4,64,460124
jsantio@netmarketllc.com,47,85,255319
ael-sayed@edusolvellc.com,33,25,187449
nel-abid@megawarellp.com,64,27,394041
vfrescas@farmstorellp.com,71,49,479520
athompson@ecostoregroup.com,29,37,416956
cjohnson@globalmartcorp.com,27,78,305313
rwalker@highstoreltd.com,30,150,231394
tosborne@megastoregroup.com,2,100,72088
pcanty@netcompcorp.com,37,169,30421
jthornton@aisolvellp.com,26,85,71774
tascarrunz@aihardcorp.com,17,7,438727
kechohawk@ainetgroup.com,37,12,491631
mel-kazmi@technocompllc.com,64,130,89691
lzaman@transmartcorp.com,44,76,182403
xmanzo@aiwaregroup.com,46,141,170646
msantana@ultrasoftllp.com,21,94,341817
alor@megacomcorp.com,30,108,176279
mromero@megaquestllc.com,21,9,131519
ael-hana@globalsolvegroup.com,72,138,461256
jschreiter@superwareltd.com,39,122,56492
hal-nour@ultrastorellp.com,62,141,362159
awilliams@transsoftltd.com,22,167,297268
bal-laham@aiwarecorp.com,8,138,382396
tginsberg@megawarellc.com,51,123,371796
bjones@technocompllp.com,65,20,170077
sadams@edusoftcorp.com,5,162,294273
ariley@ecosoftllc.com,11,86,151808
tbrown@securesolvellp.com,53,90,321968
ooverstreet@superhardllp.com,33,165,319617
mbarreras@aicompgroup.com,40,42,67589
wleft hand bull@highsoftllc.com,77,139,367237
alopez@securecompinc.com,73,176,47991
avargas@eduhardllp.com,44,154,39680
rel-tabatabai@technohardinc.com,29,26,285692
tgendill@securesoftgroup.com,29,129,62076
eatencio@transstoregroup.com,46,89,154627
mel-sayed@ecowareltd.com,33,141,108023
agarcia@technosoftltd.com,48,79,84164
jhardin@ecotechinc.com,32,145,353665
sel-aboud@farmnetcorp.com,11,102,414521
ttorres@edutechgroup.com,29,103,96555
wel-quadri@globalsolveltd.com,41,82,77729
klindsey@megamarketltd.com,54,141,404016
iel-kaiser@megatechllp.com,59,69,495784
ahead-cardena@netlogixltd.com,73,38,194640
gruybal@edutechllp.com,17,126,297542
cjohnson@netcompinc.com,28,149,189353
sal-mitri@ecologixgroup.com,57,101,319246
cbrown@securelogixllc.com,37,174,57941
awei@megasoftllc.com,60,136,35151
dmatau@infonetltd.com,22,119,175925
nleung@megacomllc.com,80,17,169941
mdavis@superhardinc.com,43,53,134963
svialpando@globalsoftinc.com,29,141,164105
mmosqueda@farmwarellc.com,13,100,143857
jatene@ultraquestltd.com,35,55,473646
agary@highsoftllc.com,78,59,39912
cschulist@ultramartcorp.com,31,174,353663
cturner@highstoreinc.com,2,144,187521
gramzy@megamarketgroup.com,47,89,231222
sdonaldson@ultrahardgroup.com,63,176,197028
zal-zadeh@megastoregroup.com,11,151,369904
itrujillo@transsoftcorp.com,23,98,231360
jwhite@ultraquestllp.com,70,117,372234
jstone@meganetinc.com,77,16,12830
jfinney ii@securestorellc.com,48,161,196135
jrondeau@globalquestinc.com,53,54,210838
kospina@ultrasoftllc.com,9,163,247941
cstarling@globallogixinc.com,61,137,115867
kjumpe@transcomllc.com,6,114,64814
mtrasvina@superwareltd.com,37,105,320102
nal-pashia@highhardinc.com,14,160,404691
cdechasa@supersoftllp.com,20,164,8204
amedina williford@infowarecorp.com,58,89,252749
kswitzer@farmnetcorp.com,59,136,473905
mjohnson@highmartllc.com,14,11,141857
lwolfe@highmartcorp.com,33,88,371543
tyanito@educompgroup.com,10,167,490079
njohnson@edunetllc.com,47,94,148040
jgonzalez@ecosoftllp.com,53,75,375729
mal-amin@transsysltd.com,23,19,257024
djones@globalhardgroup.com,14,54,356734
kmorrow@netquestinc.com,77,100,369449
hal-abdalla@meganetltd.com,70,103,378760
dmartinez@supertechllp.com,9,127,120348
bel-yacoub@ecocompltd.com,10,37,291168
ovogltanz@farmlogixllc.com,66,113,139149
jlee@technosysltd.com,50,48,376595
aal-kabir@infologixcorp.com,41,124,420897
dary@globalsysllc.com,38,55,405809
arangel@technoquestllp.com,8,92,45090
pmolina@ecomarketinc.com,79,14,494632
djarrett@ecoquestinc.com,25,133,232997
jlauman@aisoftgroup.com,26,18,72727
wel-hana@globalsolveinc.com,60,107,79381
epech@translogixllc.com,60,74,116026
iwilson@securesyscorp.com,15,46,116035
sredondo@globalsolvellp.com,52,157,282884
aarellano-diaz@farmwarellp.com,20,57,172030
rmartel@edustorellc.com,3,12,109074
bfauver@highcompinc.com,44,68,112064
aal-shehadeh@superwarellp.com,46,67,39695
maofia@globalnetinc.com,19,83,134120
mhuntington@netcomllc.com,12,8,424077
cstephenson@farmstorecorp.com,40,170,439268
gjenkins@farmtechinc.com,33,155,257917
lsalgado@highmartltd.com,75,8,369405
